City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
ivybridge,50.39,-3.916667,62.01,61.0,0.0,10.0,GB,1601211940.0
ribeira grande,38.516667,-28.7,75.2,78.0,20.0,6.93,PT,1601211940.0
barwani,22.033333,74.9,81.19,71.0,0.0,8.93,IN,1601211745.0
pisco,-13.7,-76.2166667,61.0,87.0,0.0,2.24,PE,1601211712.0
nikolskoye,59.7,30.79,68.0,56.0,0.0,11.18,RU,1601211941.0
zhangye,38.934166999999995,100.451667,63.12,28.0,89.0,8.14,CN,1601211941.0
labuhan,-6.88,112.21,82.53,70.0,94.0,4.52,ID,1601211662.0
esperanza,19.58,-70.98,87.01,94.0,40.0,6.82,DO,1601211915.0
general roca,-39.02797,-67.58,51.8,53.0,0.0,11.41,AR,1601211942.0
airai,-8.93,125.41,61.29,86.0,14.0,3.22,TL,1601211942.0
catalao,-18.166667,-47.95,88.7,21.0,0.0,10.27,BR,1601211942.0
kununurra,-15.77,128.73,78.8,88.0,100.0,5.82,AU,1601211942.0
presidencia roque saenz pena,-26.785221000000003,-60.438761,67.12,86.0,100.0,13.91,AR,1601211943.0
moratuwa,6.7733333,79.8825,82.4,83.0,40.0,5.82,LK,1601211931.0
padang,-0.95,100.35,79.12,68.0,100.0,4.41,ID,1601211708.0
ucluelet,48.933333000000005,-125.55,54.0,91.0,100.0,6.11,CA,1601211943.0
east london,-33.02,27.910049,62.6,51.0,20.0,18.34,ZA,1601211899.0
ilulissat,69.2166667,-51.1,32.0,96.0,88.0,6.93,GL,1601211671.0
yumen,40.28,97.2,60.42,28.0,100.0,8.61,CN,1601211693.0
montrose,38.42,-108.27,52.0,37.0,1.0,9.17,US,1601211944.0
saint-augustin,51.233333,-58.65,58.39,81.0,92.0,14.58,CA,1601211944.0
ostrovnoy,68.05305600000001,39.513056,45.43,68.0,73.0,6.2,RU,1601211945.0
nabire,-3.3666669999999996,135.48333300000002,76.17,88.0,100.0,3.47,ID,1601211716.0
bambous virieux,-20.3427778,57.7575,75.99,83.0,75.0,11.41,MU,1601211945.0
garden city,42.33,-83.33,64.99,82.0,75.0,12.75,US,1601211945.0
verkhnevilyuysk,63.445278,120.316667,39.7,91.0,100.0,5.39,RU,1601211752.0
saldanha,-33.01167,17.944202,60.8,51.0,100.0,5.82,ZA,1601211702.0
grand island,40.925,-98.3416667,60.8,48.0,75.0,9.17,US,1601211946.0
umm lajj,25.021264000000002,37.268502000000005,91.99,49.0,0.0,13.91,SA,1601211946.0
moindou,-21.69,165.68333330000002,69.8,94.0,90.0,3.36,NC,1601211946.0
portland,45.52,-122.68,54.0,94.0,49.0,1.48,US,1601211946.0
moron,-34.65,-58.62,57.99,93.0,90.0,10.29,AR,1601211947.0
dire,12.2833333,-10.9666667,91.0,54.0,0.0,2.73,ML,1601211947.0
najran,17.49,44.13,95.0,12.0,63.0,9.17,SA,1601211751.0
avera,33.19,-82.53,66.99,79.0,90.0,3.36,US,1601211947.0
gigmoto,13.7796,124.39,81.84,81.0,11.0,6.13,PH,1601211948.0
avarua,-21.207777800000002,-159.775,71.6,73.0,100.0,8.05,CK,1601211714.0
uppsala,60.0,17.75,60.8,100.0,90.0,10.29,SE,1601211948.0
mansa,29.98,75.38,88.14,24.0,2.0,3.06,IN,1601211948.0
itanagar,27.1,93.616667,78.8,94.0,75.0,5.82,IN,1601211949.0
haines junction,60.75,-137.51,38.84,83.0,100.0,2.64,CA,1601211705.0
tuban,-6.9,112.06,81.57,70.0,87.0,6.24,ID,1601211949.0
esperance,-33.87,121.9,55.4,93.0,75.0,4.7,AU,1601211949.0
port hedland,-20.32,118.57,71.6,64.0,0.0,8.05,AU,1601211949.0
moura,38.140095,-7.4485600000000005,73.4,49.0,20.0,14.99,PT,1601211950.0
la seyne-sur-mer,43.098184,5.884715,63.0,55.0,33.0,8.99,FR,1601211835.0
talcahuano,-36.716667,-73.116667,46.4,100.0,0.0,5.82,CL,1601211950.0
hasaki,35.733333,140.833333,66.2,93.0,75.0,3.36,JP,1601211692.0
sao filipe,14.9,-24.5,81.23,79.0,72.0,6.58,CV,1601211706.0
omagh,54.6,-7.3,57.2,62.0,20.0,6.93,GB,1601211951.0
santa vitoria do palmar,-33.516667,-53.37,64.18,94.0,100.0,10.49,BR,1601211941.0
marihatag,8.793611,126.296944,80.94,77.0,90.0,2.64,PH,1601211952.0
villanueva de cordoba,38.322774,-4.628725,77.0,38.0,20.0,6.93,ES,1601211952.0
clarence town,-32.58,151.78,57.99,58.0,90.0,5.82,AU,1601211952.0
shakawe,-18.3666667,21.85,105.46,7.0,0.0,2.24,BW,1601211952.0
kirkland lake,48.14,-80.04,64.4,88.0,75.0,17.22,CA,1601211952.0
barrow,71.2905556,-156.7886111,32.0,96.0,90.0,8.05,US,1601211953.0
mount gambier,-37.831799,140.77,42.8,81.0,0.0,4.7,AU,1601211953.0
aksarka,66.560556,67.7975,49.87,68.0,100.0,17.58,RU,1601211953.0
fortuna,40.6,-124.16,57.2,100.0,1.0,5.82,US,1601211953.0
vila franca do campo,37.716667,-25.433332999999998,71.6,88.0,75.0,13.87,PT,1601211954.0
mar del plata,-38.002278000000004,-57.557539,54.0,100.0,90.0,5.82,AR,1601211696.0
vao,-22.6666667,167.4833333,72.39,87.0,98.0,9.69,NC,1601211954.0
fenoarivo,-18.93,47.44,78.8,36.0,40.0,6.93,MG,1601211954.0
tautira,-17.7333333,-149.15,75.2,78.0,20.0,2.24,PF,1601211954.0
bratsk,56.13,101.6085,41.0,80.0,40.0,8.95,RU,1601211836.0
tay ninh,11.3,106.1,76.89,90.0,100.0,5.84,VN,1601211955.0
odienne,9.505114,-7.57,84.42,63.0,64.0,3.31,CI,1601211955.0
kollam,8.880556,76.6,84.2,83.0,40.0,4.7,IN,1601211955.0
rio gallegos,-51.622613,-69.218127,44.6,52.0,100.0,21.92,AR,1601211696.0
vestmanna,62.16,-7.1666667,46.4,87.0,100.0,18.34,FO,1601211956.0
kudahuvadhoo,2.6666667,72.89,83.88,65.0,65.0,4.76,MV,1601211956.0
cap malheureux,-19.9841667,57.6141667,75.99,69.0,3.0,10.0,MU,1601211956.0
okhotsk,59.38333299999999,143.3,51.69,89.0,100.0,13.06,RU,1601211956.0
payo,-3.75,103.64,76.87,77.0,68.0,2.28,ID,1601211957.0
vanavara,60.34,102.27972199999999,42.98,72.0,100.0,8.72,RU,1601211957.0
picos,-7.0833330000000005,-41.466667,91.27,35.0,8.0,9.13,BR,1601211941.0
maple creek,49.916667,-109.48,43.68,63.0,0.0,13.31,CA,1601211957.0
winnemucca,40.9730556,-117.74,46.4,52.0,1.0,9.17,US,1601211957.0
bocaiuva,-17.11,-43.81,84.0,36.0,0.0,3.38,BR,1601211936.0
ewa beach,21.3155556,-158.00722219999997,78.8,69.0,1.0,4.7,US,1601211958.0
necochea,-38.547259000000004,-58.736753,52.0,99.0,100.0,11.01,AR,1601211958.0
nanpara,27.866667,81.5,78.01,98.0,0.0,1.01,IN,1601211959.0
ayr,55.46,-4.63,55.4,58.0,20.0,3.36,GB,1601211959.0
nhulunbuy,-12.23,136.77,78.8,83.0,9.0,4.7,AU,1601211714.0
kodiak,57.79,-152.40722219999998,46.4,75.0,90.0,34.45,US,1601211959.0
mitsamiouli,-11.384722199999999,43.2844444,78.13,73.0,6.0,15.21,KM,1601211960.0
kidal,18.4411111,1.4077778,101.03,10.0,0.0,3.83,ML,1601211960.0
sorong,-0.883333,131.25,79.39,84.0,100.0,7.16,ID,1601211667.0
paamiut,61.99,-49.67,37.17,80.0,88.0,14.09,GL,1601211671.0
tuktoyaktuk,69.45,-133.04,32.94,97.0,100.0,12.1,CA,1601211960.0
fairbanks,64.8377778,-147.7163889,41.0,86.0,1.0,8.05,US,1601211762.0
les cayes,18.2,-73.75,82.99,71.0,74.0,4.81,HT,1601211961.0
camacha,33.083333,-16.333333,71.6,78.0,75.0,14.99,PT,1601211961.0
qaqortoq,60.716666700000005,-46.033333299999995,32.0,73.0,0.0,4.7,GL,1601211747.0
lasa,46.62,10.7,54.0,52.0,5.0,9.17,IT,1601211962.0
hithadhoo,-0.6,73.08,83.1,65.0,38.0,2.64,MV,1601211917.0
karratha,-20.73649,116.84638000000001,72.1,59.0,0.0,17.18,AU,1601211962.0
ambulu,-8.3504,113.6069,76.39,85.0,100.0,3.22,ID,1601211962.0
elat,29.558049,34.948212,98.6,37.0,0.0,12.75,IL,1601211687.0
torzhok,57.043594999999996,34.962207,63.07,45.0,41.0,9.17,RU,1601211963.0
harper,4.375,-7.7169444,81.21,77.0,4.0,11.16,LR,1601211850.0
deputatskiy,69.3,139.9,37.9,97.0,100.0,4.0,RU,1601211963.0
kiunga,-6.116666700000001,141.29,73.85,98.0,100.0,4.47,PG,1601211963.0
ahipara,-35.166667,173.166667,57.06,84.0,0.0,14.47,NZ,1601211964.0
walvis bay,-22.9575,14.505277800000002,68.0,42.0,0.0,21.92,NA,1601211964.0
namibe,-15.196110999999998,12.152222,73.4,69.0,75.0,11.18,AO,1601211964.0
amahai,-3.333333,128.916667,78.48,85.0,99.0,4.92,ID,1601211716.0
saint-joseph,-21.37,55.62,77.0,57.0,40.0,6.93,RE,1601211964.0
magadan,59.566667,150.8,43.34,91.0,91.0,8.81,RU,1601211681.0
cagliliog,13.9039,123.2925,80.55,83.0,74.0,4.65,PH,1601211965.0
ilinskiy,55.62,38.12,64.4,39.0,47.0,15.66,RU,1601211965.0
pacific grove,36.6177778,-121.91555559999999,61.0,93.0,8.0,3.53,US,1601211965.0
waw,7.7,28.0,81.19,84.0,100.0,3.38,SS,1601211847.0
pochutla,15.74,-96.466667,77.0,78.0,40.0,3.36,MX,1601211966.0
dongying,37.456389,118.485556,71.62,59.0,0.0,7.43,CN,1601211966.0
cherskiy,68.75,161.3,36.72,80.0,100.0,17.63,RU,1601211966.0
zhuhai,22.276944,113.567778,82.4,83.0,40.0,16.11,CN,1601211938.0
pangnirtung,66.15,-65.71,30.49,90.0,83.0,1.48,CA,1601211708.0
yaring,6.866167,101.368945,80.6,78.0,20.0,3.36,TH,1601211967.0
tuatapere,-46.133333,167.683333,35.01,91.0,95.0,10.0,NZ,1601211714.0
faanui,-16.4833333,-151.75,78.37,78.0,92.0,14.45,PF,1601211714.0
morelia,19.7,-101.18,50.0,100.0,5.0,1.23,MX,1601211967.0
iskateley,67.68,53.15,45.61,72.0,32.0,8.72,RU,1601211968.0
beyneu,45.316666999999995,55.2,64.58,30.0,0.0,18.48,KZ,1601211968.0
bougouni,11.416666699999999,-7.4833333,89.87,53.0,42.0,3.09,ML,1601211699.0
tiznit,29.58,-9.5,79.2,41.0,0.0,9.08,MA,1601211968.0
faya,18.39,42.45,84.2,9.0,20.0,8.05,SA,1601211968.0
san patricio,19.22,-104.7,77.0,78.0,5.0,1.97,MX,1601211969.0
plettenberg bay,-34.052741999999995,23.3716,58.05,56.0,28.0,13.96,ZA,1601211969.0
isiro,2.766667,27.616667,86.13,55.0,100.0,1.39,CD,1601211969.0
constitucion,-35.33,-72.42,53.89,65.0,0.0,6.33,CL,1601211712.0
sao jose da coroa grande,-8.9,-35.15,80.83,68.0,88.0,8.5,BR,1601211970.0
celestun,20.866667,-90.4,80.53,84.0,99.0,12.33,MX,1601211970.0
qostanay,53.166667000000004,63.583332999999996,62.6,33.0,0.0,4.47,KZ,1601211970.0
straza,45.78,15.072777800000003,61.0,62.0,75.0,5.82,SI,1601211970.0
guerrero negro,27.976944,-114.06111100000001,67.17,88.0,0.0,7.81,MX,1601211971.0
touros,-5.2,-35.46,82.4,61.0,40.0,13.87,BR,1601211971.0
anadyr,64.75,177.48333300000002,24.8,79.0,0.0,2.24,RU,1601211681.0
taonan,45.333333,122.78333300000001,64.6,79.0,100.0,4.9,CN,1601211949.0
bandarbeyla,9.49,50.81,79.75,74.0,0.0,27.22,SO,1601211971.0
brae,60.4,-1.35,51.8,81.0,75.0,8.05,GB,1601211972.0
aktau,43.65,51.2,68.0,18.0,40.0,15.66,KZ,1601211972.0
pozzallo,36.73,14.85,79.0,44.0,10.0,11.41,IT,1601211972.0
elko,41.0,-115.5,43.0,74.0,1.0,2.35,US,1601211972.0
cidreira,-30.183333,-50.21,66.85,88.0,100.0,22.53,BR,1601211973.0
porto novo,6.5,2.6,82.4,78.0,40.0,10.29,BJ,1601211715.0
listvyanka,51.8535,104.8693,44.6,81.0,0.0,8.03,RU,1601211973.0
ipswich,52.06,1.16,55.99,93.0,57.0,20.8,GB,1601211973.0
marzuq,14.4,46.47,88.63,27.0,61.0,7.29,YE,1601211974.0
kulhudhuffushi,6.616666700000001,73.07,82.51,76.0,2.0,9.82,MV,1601211974.0
dakar,14.69,-17.438055600000002,87.8,70.0,40.0,6.93,SN,1601211974.0
alice springs,-23.697479,133.883621,73.4,15.0,0.0,10.29,AU,1601211908.0
pevek,69.70083299999999,170.313333,33.37,91.0,5.0,19.42,RU,1601211974.0
bara,10.37,10.73,87.35,52.0,5.0,7.27,NG,1601211975.0
bismarck,46.8083333,-100.7833333,48.99,70.0,90.0,14.99,US,1601211710.0
oranjemund,-28.55,16.4333333,60.03,56.0,0.0,15.86,NA,1601211975.0
comodoro rivadavia,-45.87,-67.496558,50.0,53.0,0.0,13.87,AR,1601211696.0
minab,27.1467,57.0801,95.0,53.0,0.0,13.87,IR,1601211825.0
seka,17.928511,103.95519200000001,80.92,80.0,100.0,3.51,TH,1601211862.0
stornoway,58.21,-6.39,50.0,71.0,100.0,10.29,GB,1601211976.0
hinton,53.4,-117.59,34.84,87.0,19.0,5.17,CA,1601211976.0
de-kastri,51.466667,140.783333,49.1,83.0,0.0,3.4,RU,1601211976.0
victoria point,-27.58329,153.3,62.01,50.0,27.0,4.0,AU,1601211977.0
mount isa,-20.725229000000002,139.497269,77.0,16.0,0.0,10.29,AU,1601211965.0
kailua,21.402222199999997,-157.73944440000002,78.8,69.0,20.0,8.05,US,1601211762.0
taoudenni,22.68,-3.9833333,110.17,6.0,0.0,7.94,ML,1601211977.0
millinocket,45.6572222,-68.7102778,59.0,93.0,90.0,4.7,US,1601211977.0
bodden town,19.283333300000002,-81.25,84.2,83.0,20.0,6.93,KY,1601211978.0
opuwo,-18.06,13.84,93.79,9.0,0.0,14.94,NA,1601211978.0
half moon bay,37.4636111,-122.4275,60.8,82.0,1.0,4.52,US,1601211978.0
acapulco,16.86,-99.89,78.8,83.0,75.0,5.82,MX,1601211679.0
awjilah,29.108055600000004,21.2869444,103.12,17.0,0.0,5.53,LY,1601211978.0
severodvinsk,64.5635,39.8302,59.0,77.0,38.0,6.71,RU,1601211979.0
ocos,14.509444,-92.193333,73.4,100.0,40.0,8.25,GT,1601211701.0
dodola,6.983333,39.183333000000005,64.9,65.0,56.0,14.79,ET,1601211979.0
imbituba,-28.24,-48.666667,71.6,83.0,75.0,6.93,BR,1601211746.0
mangrol,21.12,70.12,81.73,74.0,0.0,8.05,IN,1601211810.0
san cristobal,7.77,-72.22,75.2,94.0,75.0,6.93,VE,1601211980.0
chervonohryhorivka,47.622976,34.538874,64.4,82.0,40.0,11.18,UA,1601211980.0
rocha,-34.4833333,-54.3333333,65.7,90.0,100.0,8.01,UY,1601211712.0
svetlaya,46.538889000000005,138.329722,53.56,78.0,81.0,7.16,RU,1601211980.0
conakry,9.54,-13.68,82.4,83.0,75.0,11.41,GN,1601211981.0
phalombe,-15.81,35.65,96.03,17.0,94.0,3.76,MW,1601211981.0
roald,62.583332999999996,6.133333,55.99,71.0,0.0,8.05,NO,1601211981.0
chicama,-7.84,-79.15,65.57,72.0,43.0,3.09,PE,1601211981.0
aurora,39.73,-104.83,51.01,66.0,40.0,7.31,US,1601211982.0
cangzhou,38.316666999999995,116.86666699999999,68.92,59.0,21.0,3.89,CN,1601211982.0
larreynaga,12.68,-86.5708333,73.4,94.0,21.0,1.92,NI,1601211983.0
kavaratti,10.566667,72.64,81.86,79.0,9.0,13.35,IN,1601211706.0
buraydah,26.325986,43.98,102.2,16.0,0.0,6.93,SA,1601211752.0
menongue,-14.661639000000001,17.688223999999998,106.02,7.0,0.0,1.39,AO,1601211983.0
shakhtinsk,49.71,72.587222,48.2,49.0,75.0,13.42,KZ,1601211983.0
ngunguru,-35.616667,174.5,55.0,89.0,0.0,5.99,NZ,1601211984.0
wukari,7.85,9.783333,83.1,69.0,95.0,4.83,NG,1601211900.0
shimoda,34.666667,138.95,73.4,83.0,75.0,6.93,JP,1601211688.0
mizdah,31.45,12.983333300000002,95.76,17.0,100.0,18.92,LY,1601211942.0
peniche,39.357486,-9.380438999999999,71.01,64.0,0.0,18.99,PT,1601211842.0
manadhoo,5.7666667,73.3833333,83.03,74.0,38.0,9.08,MV,1601211985.0
margate,51.38,1.39,55.99,86.0,99.0,4.0,GB,1601211985.0
darovskoy,58.769992,47.956424,59.38,68.0,0.0,4.5,RU,1601211985.0
puerto madero,14.72,-92.416667,71.6,100.0,40.0,7.92,MX,1601211985.0
axim,4.8683333,-2.2413889,80.78,73.0,66.0,10.94,GH,1601211909.0
la palma,33.85,-118.05,69.01,82.0,90.0,4.7,US,1601211986.0
mukhen,48.1,136.1,49.15,79.0,0.0,2.64,RU,1601211986.0
erdenet,49.033333299999995,104.08333329999999,36.82,78.0,0.0,2.71,MN,1601211755.0
sao joao da barra,-21.64,-41.05,84.2,51.0,3.0,11.41,BR,1601211926.0
asau,46.43,26.4,66.99,49.0,0.0,12.26,RO,1601211987.0
aklavik,68.216667,-135.01,32.0,91.0,90.0,5.82,CA,1601211987.0
maniitsoq,65.41666670000001,-52.9,35.96,81.0,6.0,10.45,GL,1601211987.0
hoover,33.4052778,-86.81138890000001,69.01,88.0,20.0,0.96,US,1601211987.0
ban chang,12.725427999999999,101.055305,80.6,88.0,75.0,4.7,TH,1601211862.0
